,car_ID,turbo_aspiration,4doorcar,gas_car,front_engine_vehicle,CarName_alfa,CarName_audi,CarName_bmw,CarName_buick,CarName_chevrolet,CarName_dodge,CarName_honda,CarName_isuzu,CarName_jaguar,CarName_maxda,CarName_mazda,CarName_mercury,CarName_mitsubishi,CarName_nissan,CarName_peugeot,CarName_plymouth,CarName_porcshce,CarName_porsche,CarName_renault,CarName_saab,CarName_subaru,CarName_toyota,CarName_toyouta,CarName_vokswagen,CarName_volkswagen,CarName_volvo,CarName_vw,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
100,101,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.04538149754675735,-0.009690571532582789,-0.05898373983739565,0.08126016260162316,-0.09835758481712045,-0.026065347445927287,0.0001742160278734544,0.10218350754936394,-0.10265853658536594,-0.029654471544715417,0.030562468889995066,0.04945799457994582,0.0854942233632863,-0.092540354767184
101,102,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.047912963094642116,0.11419002548234233,0.04934959349593745,0.11459349593495638,0.2092452080455638,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.07140853658536594,0.19951219512195126,0.030562468889995066,-0.22831978319783197,-0.23029525032092424,0.005518331494669928
102,103,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.047912963094642116,0.15747360757189466,0.04934959349593745,0.19792682926828972,0.28721262464758085,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.07140853658536594,0.19951219512195126,0.030562468889995066,-0.22831978319783197,-0.23029525032092424,0.027860816972054368
103,104,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.047912963094642116,0.15747360757189466,0.04934959349593745,0.11459349593495638,0.1956687922193419,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.07140853658536594,0.19951219512195126,0.030562468889995066,-0.1727642276422764,-0.1513478818998716,0.005518331494669928
104,105,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.21739315935433765,-0.04998907899526961,0.1660162601626046,-0.3354065040650435,0.19993566576472593,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.07140853658536594,0.23284552845528458,0.030562468889995066,-0.1727642276422764,-0.1513478818998716,0.09737077179058373
105,106,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.21739315935433765,-0.04998907899526961,0.1660162601626046,-0.3354065040650435,0.22631270222709987,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.14640853658536596,0.39951219512195124,0.030562468889995066,-0.22831978319783197,-0.20397946084724003,0.15943323144998495
106,107,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.03317073170731708,0.012927540354117266,0.06642883145249175,0.1660162601626046,-0.3354065040650435,0.22631270222709987,0.20412333179935574,0.07160278745644495,0.006945412311268619,-0.07140853658536594,0.23284552845528458,0.030562468889995066,-0.1727642276422764,-0.1513478818998716,0.12716075242709632
107,108,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.1801528884179455,-0.026065347445927287,0.09303135888501624,-0.03114982578396951,-0.10890853658536592,-0.029654471544715417,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,-0.034176817703483096
108,109,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.2488107627391247,0.09468936953520479,0.26445993031358783,0.12599303135888767,0.678591463414634,-0.03798780487804875,-0.3980089596814335,0.0772357723577236,0.05917843388960208,-0.001904338680594458
109,110,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.4502453246106769,0.37090644339279033,0.20768292682927125,0.4145934959349565,0.26161138337527673,-0.026065347445927287,0.09303135888501624,-0.03114982578396951,-0.10890853658536592,-0.029654471544715417,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,-0.02077132641705243
110,111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.4502453246106769,0.37090644339279033,0.20768292682927125,0.4145934959349565,0.3391909023822589,0.09468936953520479,0.26445993031358783,0.12599303135888767,0.678591463414634,-0.03798780487804875,-0.3980089596814335,-0.006097560975609737,-0.1513478818998716,0.014480150669487464
111,112,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.2014872561448656,-0.026065347445927287,0.09303135888501624,-0.5073403019744457,-0.10890853658536592,-0.03798780487804875,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.057179122915155506
112,113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.27014513046604477,0.09468936953520479,0.26445993031358783,0.12599303135888767,0.678591463414634,-0.03798780487804875,-0.3980089596814335,0.0772357723577236,0.05917843388960208,0.08994810161531935
113,114,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.4502453246106769,0.37090644339279033,0.20768292682927125,0.24792682926828982,0.28294575110219683,-0.026065347445927287,0.09303135888501624,-0.5073403019744457,-0.10890853658536592,-0.03798780487804875,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.08485897992324845
114,115,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.4502453246106769,0.37090644339279033,0.20768292682927125,0.4145934959349565,0.360525270109179,0.09468936953520479,0.26445993031358783,0.12599303135888767,0.678591463414634,-0.03798780487804875,-0.3980089596814335,-0.006097560975609737,-0.1513478818998716,0.09429247379147744
115,116,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.2014872561448656,-0.026065347445927287,0.09303135888501624,-0.03114982578396951,-0.10890853658536592,-0.029654471544715417,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.08324535597210402
116,117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.2665718552229219,0.18881689115398412,0.20768292682927125,0.24792682926828982,0.27014513046604477,0.09468936953520479,0.26445993031358783,0.12599303135888767,0.678591463414634,-0.03798780487804875,-0.3980089596814335,0.0772357723577236,0.05917843388960208,0.11601433467226786
117,118,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.2694873071179655,0.18881689115398412,0.1993495934959372,0.18959349593495625,0.22282162387178567,0.026764841233317998,0.20017421602787333,-0.021626016260159975,-0.19640853658536594,0.15784552845528457,0.19382777501244405,-0.20054200542005418,-0.17766367137355582,0.12097933144501996
118,119,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.14742231387328794,-0.24998907899526926,-0.1756504065040628,-0.24373983739837732,-0.2473102613105262,-0.1392728946157386,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.3272357723577236,0.26970474967907576,-0.19126931559335947
119,120,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.03317073170731708,-0.14742231387328794,-0.24998907899526926,-0.1756504065040628,-0.24373983739837732,-0.16585176635319493,-0.10908421537045558,-0.21411149825784104,0.06408826945412581,-0.15890853658536597,-0.008821138211382085,0.1530114484818318,-0.03387533875338752,-0.01976893453145055,-0.1320617290782907
120,121,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.14742231387328794,-0.24998907899526926,-0.1756504065040628,-0.2604065040650436,-0.22830327915381557,-0.1392728946157386,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.16056910569105692,0.19075738125802313,-0.17495930119486883
121,122,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.14742231387328794,-0.10073534765198569,-0.1756504065040628,-0.24373983739837732,-0.21976953206304753,-0.1392728946157386,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.16056910569105692,0.19075738125802313,-0.1634653336659477
122,123,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.14742231387328794,-0.10073534765198569,-0.1756504065040628,-0.24373983739837732,-0.14141421786599556,-0.10908421537045558,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.16056910569105692,0.19075738125802313,-0.14070082346287935
123,124,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.3668292682926829,0.13246106805091007,0.00821987622861107,-0.10898373983739636,0.5062601626016227,-0.00797744517398624,-0.01851817763460653,0.014459930313587754,0.09742160278745907,-0.10265853658536594,-0.06715447154471542,-0.051070184171229424,-0.03387533875338752,-0.01976893453145055,-0.10813044463362559
124,125,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4331707317073171,-0.08328237218232577,-0.012675646159448715,0.03268292682927054,-0.29373983739837684,0.10179757422089351,0.1097837091578463,0.18588850174215904,0.2878977932636495,-0.19640853658536594,0.17034552845528458,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,-0.012728031645194031
125,126,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.12409869871293816,-0.0768547506370604,0.1993495934959372,-0.29373983739837684,0.08628167041949708,0.09091578462954442,0.4358885017421591,-0.06924506387920763,-0.040158536585365945,0.16201219512195125,0.1530114484818318,-0.1727642276422764,-0.09871630295250318,0.21700236903004552
126,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.26987129346512473,-0.0768547506370604,-0.07565040650406256,-0.17707317073171028,0.07774792332872904,0.25317993557294066,0.2930313588850164,-0.16924506387920762,-0.040158536585365945,0.4286788617886179,0.3162767546042808,-0.22831978319783197,-0.1513478818998716,0.47791294943816826
127,128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.26987129346512473,-0.0768547506370604,-0.07565040650406256,-0.17707317073171028,0.07774792332872904,0.25317993557294066,0.2930313588850164,-0.16924506387920762,-0.040158536585365945,0.4286788617886179,0.3162767546042808,-0.22831978319783197,-0.1513478818998716,0.515150425233809
128,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.26987129346512473,-0.0768547506370604,-0.07565040650406256,-0.17707317073171028,0.09481541751026512,0.25317993557294066,0.2930313588850164,-0.16924506387920762,-0.040158536585365945,0.4286788617886179,0.3162767546042808,-0.22831978319783197,-0.1513478818998716,0.5896253768250904
129,130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03317073170731708,-0.010396074806232497,0.02463778667637218,0.5326829268292705,-0.2687398373983771,0.3143654563000246,0.28714219972388405,0.4358885017421591,-0.06924506387920763,-0.008908536585365945,0.7661788617886178,0.2550522648083624,-0.22831978319783197,-0.07240051347881897,0.44992278013177833
130,131,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,-0.07745146839223864,0.11120495085547683,0.04934959349593745,0.12292682926828984,0.009090049007549835,0.01921767142199724,0.09303135888501624,0.30694541231126854,-0.09015853658536599,-0.05882113821138209,-0.010253857640617177,-0.06165311653116529,0.006546854942233662,-0.09884590066857916
131,132,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2331707317073171,-0.07745146839223864,0.04105569712413371,0.05768292682927031,-0.2687398373983771,-0.03706976480160455,0.01921767142199724,0.09303135888501624,0.30694541231126854,-0.09015853658536599,-0.05882113821138209,-0.010253857640617177,-0.06165311653116529,0.006546854942233662,-0.08395091035032287
132,133,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.03973395901530779,-0.022291762540266907,0.15017421602787343,-0.0882926829268267,-0.052033536585365914,0.024512195121951248,0.05097063215530119,-0.11720867208672085,-0.07240051347881897,-0.03541806689667112
133,134,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.05408617003159948,-0.022291762540266907,0.15017421602787343,-0.0882926829268267,-0.0526585365853659,0.024512195121951248,0.05097063215530119,-0.11720867208672085,-0.07240051347881897,-0.02747407206026776
134,135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.05874094117201842,-0.022291762540266907,-0.5641114982578409,-0.5644831591173028,-0.0526585365853659,0.024512195121951248,0.05097063215530119,-0.11720867208672085,-0.07240051347881897,0.04377363162872484
135,136,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.07852371851879887,-0.022291762540266907,0.15017421602787343,-0.0882926829268267,-0.0526585365853659,0.024512195121951248,0.05097063215530119,-0.11720867208672085,-0.07240051347881897,0.05544137404469227
136,137,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.0979185982705444,-0.022291762540266907,0.15017421602787343,-0.0882926829268267,-0.07140853658536594,0.23284552845528458,0.1530114484818318,-0.1727642276422764,-0.1250320924261874,0.12097933144501996
137,138,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2331707317073171,0.010012088459073287,0.18732435384055138,0.04934959349593745,0.19792682926828972,0.11304660447690593,-0.022291762540266907,0.15017421602787343,-0.0882926829268267,-0.07140853658536594,0.23284552845528458,0.1530114484818318,-0.1727642276422764,-0.1250320924261874,0.1326470738609874
138,139,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.14742231387328794,-0.2559592282490007,-0.20898373983739602,-0.0020731707317101686,-0.19610777876591798,-0.11285780027611597,0.20731707317073064,-0.42638792102206474,-0.07140853658536594,-0.1463211382113821,-0.09188651070184167,0.16056910569105692,0.13812580231065472,-0.20253985826750673
139,140,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.14742231387328794,-0.24103385511467235,-0.1923170731707291,-0.0020731707317101686,-0.16895494711347422,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.09015853658536599,-0.1296544715447154,-0.2959681433549029,0.021680216802168042,0.006546854942233662,-0.15450351449113017
140,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.159084121453463,-0.24998907899526926,-0.1756504065040628,0.1645934959349565,-0.12240723570928493,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.09015853658536599,-0.1296544715447154,-0.2959681433549029,0.021680216802168042,0.006546854942233662,-0.14084977336606191
141,142,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.04538149754675735,-0.030586093920642574,-0.04231707317072875,-0.1020731707317104,-0.15925750723760146,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.040158536585365945,-0.09215447154471541,-0.1327028372324539,0.1883468834688347,0.16444159178433893,-0.15269129066907566
142,143,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.04538149754675735,-0.030586093920642574,-0.04231707317072875,-0.1020731707317104,-0.14180211546103047,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.040158536585365945,-0.09215447154471541,-0.2959681433549029,0.0772357723577236,0.05917843388960208,-0.1365798761414951
143,144,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,-0.04538149754675735,-0.030586093920642574,-0.04231707317072875,-0.1020731707317104,-0.08361747620579384,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.07140853658536594,-0.04215447154471542,0.030562468889995066,0.021680216802168042,0.03286264441591787,-0.08233728639917844
144,145,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.0512124013368449,-0.030586093920642574,-0.04231707317072875,0.04792682926828936,-0.06616208442922286,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.07140853658536594,-0.09215447154471541,-0.1327028372324539,-0.03387533875338752,-0.1513478818998716,-0.10038504966813232
145,146,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,-0.0512124013368449,-0.030586093920642574,-0.04231707317072875,0.04792682926828936,-0.01767488504985901,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.15265853658536593,0.028678861788617914,-0.1327028372324539,-0.03387533875338752,-0.04608472400513476,-0.05008963236015357
146,147,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.0512124013368449,-0.008198034219150038,-0.04231707317072875,-0.06040650406504374,-0.10301235595753938,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.07140853658536594,-0.09215447154471541,-0.1327028372324539,0.0772357723577236,0.03286264441591787,-0.14432527110698837
147,148,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,-0.0512124013368449,-0.008198034219150038,-0.04231707317072875,-0.06040650406504374,-0.0390092527767791,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.07140853658536594,-0.04215447154471542,0.030562468889995066,-0.006097560975609737,0.006546854942233662,-0.07642894023960345
148,149,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.054127853231888456,-0.006705496905717287,-0.04231707317072875,0.09792682926828948,-0.05258566860300098,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.07140853658536594,-0.09215447154471541,-0.1327028372324539,-0.06165311653116529,-0.04608472400513476,-0.1306715299819201
149,150,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,-0.054127853231888456,-0.006705496905717287,-0.04231707317072875,0.09792682926828948,0.0366307782550285,-0.07134836631385182,0.20731707317073064,-0.2930545876887313,-0.15265853658536593,0.028678861788617914,-0.1327028372324539,-0.06165311653116529,-0.20397946084724003,-0.03929076437941775
150,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.08911327597241331,-0.2290935566072099,-0.1923170731707291,0.06459349593495627,-0.22132112244318716,-0.13172572480441785,-0.19982578397212675,-0.10734030197444576,-0.07140853658536594,-0.17548780487804874,-0.1327028372324539,0.27168021680216803,0.21707317073170734,-0.19683011197884182
